"PC1","PC2"
-0.105919577448558,0.45267883997311
0.44080598508205,0.0136424894066702
1.3444210720877,-0.889972597598943
-0.326357697477329,0.834650777948095
0.987991519985429,-0.479698439514614
-0.135141742303447,0.697279428756294
1.507794779525,-0.945657093072092
-0.792316351034826,1.35445403748765
0.960149272248851,-0.398011585795964
-0.847080901762441,1.40921858821526
0.960149272248851,-0.398011585795964
-0.135601714676218,0.751584007111139
0.877542473784658,-0.2615601813497
-0.902765397235597,1.57259229565256
1.36996345796042,-0.700136559543371
-0.848000846507982,1.51782774492495
0.95922932750331,-0.289402429086275
-0.738931717425522,1.46260322182457
0.95876935513054,-0.23509785073143
-0.848920791253523,1.62643690163464
1.56071944076153,-0.783203330380327
0.136381149470775,0.694979566892452
1.42334809156973,-0.591987375206451
-0.603400257724797,1.48860558007007
1.72409314819884,-0.838887825853477
0.0537743510065823,0.831430971338716
1.09430081483127,-0.209095492485929
-0.302655201095685,1.24170512942304
1.55933952364322,-0.620289595315794
-0.439566577914722,1.37861650624208
1.50457497291561,-0.565525044588181
-0.3574197518233,1.29646968015066
1.17598766854992,-0.236937740222504
-0.46694885327853,1.40599878160588
1.53195724827941,-0.592907319951988
-0.877682983735641,1.81673291206298
1.23075221927753,-0.291702290950117
-0.877682983735641,1.81673291206298
1.0938408424585,-0.154790914131085
0.0802366816248489,0.912657852684598
1.39458589908761,-0.401691364778111
-0.687386973307301,1.78797071958087
1.72225325870776,-0.6216695124341
-0.00466997870319619,1.32063214890508
1.33706151412337,-0.0210993439214318
-0.142041327895004,1.51184810407896
1.91162932439055,-0.541822548206523
0.0765569026426852,1.34709447952335
1.06231881573975,0.361332566426321
-0.306794952450619,1.73044633461664
1.39090612010544,0.0327452620606441
-0.388941778542041,1.81259316070806
1.85640480129017,-0.432753419124065
-0.279872649459582,1.75736863760768
1.71903345209836,-0.241537463950189
-0.225108098731967,1.70260408688007
1.25353477091364,0.223961217234521
-0.11787885914059,1.86459787719907
1.96317406850878,-0.216455050450225
0.482691309372092,1.4794061326147
1.96133417901769,0.000763262969153078
0.0441149311784027,1.97182711679045
2.04302103273635,-0.0270789847674218
0.728211842900818,1.34157481105013
2.31638381400165,-0.246597160050642
0.371322318425781,1.8061535474893
1.57614243443331,0.601333431481821
0.233490996861202,2.05167408101803
2.09548572160011,0.189679356279187
0.397784649044047,1.88738042883519
1.65736931577919,0.62779576210009
0.256273548497305,2.56733758920266
2.52900240369332,0.294608734006728
0.663787872345024,2.53673550722948
2.38887122026489,0.811652159309671
1.15390899465694,2.36968202081003
2.41349366139208,1.11009735407493
1.17623157392027,2.93965010734951
2.95607947256775,1.15980220870209
